"","X_id","OFFENCE_YEAR","DIVISION","TICKET_TYPE","OFFENCE_CATEGORY","AGE_GROUP","HOOD_158","NEIGHBOURHOOD_158","TICKET_COUNT"
"9459",9459,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","12","Markland Wood",1
"9460",9460,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","159","Etobicoke City Centre",181
"9461",9461,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","101","Forest Hill South",2
"9462",9462,2020,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","70","South Riverdale",677
"9463",9463,2020,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","101","Forest Hill South",4
"9464",9464,2019,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","156","Bendale-Glen Andrew",45
"9465",9465,2016,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","85","South Parkdale",2
"9466",9466,2015,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","47","Don Valley Village",68
"9467",9467,2021,"D42","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",1
"9468",9468,2014,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","169","Bay-Cloverhill",28
"9469",9469,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","NSA","NSA",2
"9470",9470,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","139","Scarborough Village",71
"9471",9471,2015,"D52","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","168","Downtown Yonge East",438
"9472",9472,2015,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","173","North Toronto",18
"9473",9473,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","90","Junction Area",146
"9474",9474,2017,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","69","Blake-Jones",190
"9475",9475,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","146","Malvern East",56
"9476",9476,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","83","Dufferin Grove",2
"9477",9477,2014,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",9
"9478",9478,2014,"D12","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","111","Rockcliffe-Smythe",1
"9479",9479,2022,"D41","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","156","Bendale-Glen Andrew",18
"9480",9480,2017,"D42","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","144","Morningside Heights",3
"9481",9481,2015,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","84","Little Portugal",27
"9482",9482,2019,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","NSA","NSA",5
"9483",9483,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","102","Forest Hill North",2
"9484",9484,2020,"D33","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","53","Henry Farm",71
"9485",9485,2020,"D43","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","142","Woburn North",89
"9486",9486,2016,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","128","Agincourt South-Malvern West",1
"9487",9487,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","37","Willowdale West",2
"9488",9488,2020,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","44","Flemingdon Park",14
"9489",9489,2021,"D55","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","66","Danforth",5
"9490",9490,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","38","Lansing-Westgate",27
"9491",9491,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","101","Forest Hill South",1
"9492",9492,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","142","Woburn North",131
"9493",9493,2018,"D22","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","8","Humber Heights-Westmount",1
"9494",9494,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","151","Yonge-Doris",2
"9495",9495,2017,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","10","Princess-Rosethorn",367
"9496",9496,2020,"D42","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","145","Malvern West",1
"9497",9497,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","50","Newtonbrook East",78
"9498",9498,2022,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","133","Centennial Scarborough",3
"9499",9499,2020,"D13","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","106","Humewood-Cedarvale",1
"9500",9500,2014,"D55","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","68","North Riverdale",8
"9501",9501,2015,"D14","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",85
"9502",9502,2021,"D33","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","49","Bayview Woods-Steeles",9
"9503",9503,2019,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","174","South Eglinton-Davisville",1
"9504",9504,2020,"D14","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","163","Fort York-Liberty Village",494
"9505",9505,2022,"D52","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","164","Wellington Place",42
"9506",9506,2019,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","119","Wexford/Maryvale",1
"9507",9507,2022,"D52","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","164","Wellington Place",2
"9508",9508,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","58","Old East York",18
"9509",9509,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","83","Dufferin Grove",21
"9510",9510,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","153","Avondale",6
"9511",9511,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","161","Humber Bay Shores",296
"9512",9512,2019,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","138","Eglinton East",53
"9513",9513,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","NSA","NSA",458
"9514",9514,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","44","Flemingdon Park",54
"9515",9515,2017,"D31","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","155","Downsview",25
"9516",9516,2018,"D41","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","138","Eglinton East",4
"9517",9517,2017,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","165","Harbourfront-CityPlace",1
"9518",9518,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","160","Mimico-Queensway",147
"9519",9519,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","20","Alderwood",7
"9520",9520,2021,"D41","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","122","Birchcliffe-Cliffside",54
"9521",9521,2018,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","130","Milliken",483
"9522",9522,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","47","Don Valley Village",32
"9523",9523,2022,"D12","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","91","Weston-Pelham Park",19
"9524",9524,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","141","Golfdale-Cedarbrae-Woburn",60
"9525",9525,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","119","Wexford/Maryvale",2
"9526",9526,2016,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",79
"9527",9527,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","27","York University Heights",326
"9528",9528,2016,"D33","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Youth","47","Don Valley Village",1
"9529",9529,2016,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","128","Agincourt South-Malvern West",250
"9530",9530,2019,"D43","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","139","Scarborough Village",20
"9531",9531,2014,"D32","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","34","Bathurst Manor",3
"9532",9532,2018,"D55","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","63","The Beaches",52
"9533",9533,2020,"D22","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","158","Islington",11
"9534",9534,2014,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","152","East Willowdale",6
"9535",9535,2016,"D11","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","83","Dufferin Grove",91
"9536",9536,2022,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","52","Bayview Village",5
"9537",9537,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","100","Yonge-Eglinton",14
"9538",9538,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","33","Clanton Park",38
"9539",9539,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","156","Bendale-Glen Andrew",12
"9540",9540,2014,"D42","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","133","Centennial Scarborough",2
"9541",9541,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","52","Bayview Village",1
"9542",9542,2017,"D41","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","156","Bendale-Glen Andrew",14
"9543",9543,2019,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","146","Malvern East",57
"9544",9544,2021,"D43","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","134","Highland Creek",1
"9545",9545,2020,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","8","Humber Heights-Westmount",6
"9546",9546,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","174","South Eglinton-Davisville",23
"9547",9547,2014,"D13","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","106","Humewood-Cedarvale",1
"9548",9548,2022,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","NSA","NSA",1
"9549",9549,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Youth","153","Avondale",1
"9550",9550,2015,"D42","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","144","Morningside Heights",2
"9551",9551,2019,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","106","Humewood-Cedarvale",303
"9552",9552,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","155","Downsview",17
"9553",9553,2021,"D11","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","87","High Park-Swansea",53
"9554",9554,2021,"D23","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","11","Eringate-Centennial-West Deane",3
"9555",9555,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Youth","171","Junction-Wallace Emerson",1
"9556",9556,2017,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",14
"9557",9557,2015,"D13","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","92","Corso Italia-Davenport",1
"9558",9558,2015,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","150","Fenside-Parkwoods",15
"9559",9559,2019,"D31","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Youth","27","York University Heights",4
"9560",9560,2020,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","36","Newtonbrook West",2
"9561",9561,2016,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","155","Downsview",5
"9562",9562,2015,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","49","Bayview Woods-Steeles",12
"9563",9563,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","151","Yonge-Doris",242
"9564",9564,2022,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","165","Harbourfront-CityPlace",648
"9565",9565,2020,"D42","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","NSA","NSA",18
"9566",9566,2022,"D43","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","133","Centennial Scarborough",2
"9567",9567,2017,"D22","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","11","Eringate-Centennial-West Deane",8
"9568",9568,2015,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","39","Bedford Park-Nortown",61
"9569",9569,2018,"D42","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","118","Tam O'Shanter-Sullivan",64
"9570",9570,2021,"D23","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","7","Willowridge-Martingrove-Richview",10
"9571",9571,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","105","Lawrence Park North",3
"9572",9572,2021,"D51","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","71","Cabbagetown-South St.James Town",1
"9573",9573,2018,"D42","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","130","Milliken",4
"9574",9574,2019,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","108","Briar Hill-Belgravia",15
"9575",9575,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","55","Thorncliffe Park",20
"9576",9576,2015,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","156","Bendale-Glen Andrew",3
"9577",9577,2022,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","23","Pelmo Park-Humberlea",38
"9578",9578,2017,"D11","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","84","Little Portugal",7
"9579",9579,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",545
"9580",9580,2016,"D23","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","9","Edenbridge-Humber Valley",5
"9581",9581,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","96","Casa Loma",32
"9582",9582,2018,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","34","Bathurst Manor",30
"9583",9583,2019,"D32","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","151","Yonge-Doris",7
"9584",9584,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","155","Downsview",141
"9585",9585,2018,"D13","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","108","Briar Hill-Belgravia",168
"9586",9586,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","25","Glenfield-Jane Heights",6
"9587",9587,2017,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","81","Trinity-Bellwoods",1
"9588",9588,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","53","Henry Farm",237
"9589",9589,2018,"D52","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","168","Downtown Yonge East",205
"9590",9590,2022,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","71","Cabbagetown-South St.James Town",74
"9591",9591,2022,"D13","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",38
"9592",9592,2017,"D12","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","29","Maple Leaf",3
"9593",9593,2015,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","78","Kensington-Chinatown",1
"9594",9594,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","74","North St.James Town",180
"9595",9595,2019,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","11","Eringate-Centennial-West Deane",34
"9596",9596,2020,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","61","Taylor-Massey",47
"9597",9597,2021,"D53","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","98","Rosedale-Moore Park",19
"9598",9598,2021,"D23","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","22","Humbermede",74
"9599",9599,2018,"D51","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","NSA","NSA",2
"9600",9600,2015,"D55","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","54","O'Connor-Parkview",346
"9601",9601,2019,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","32","Englemount-Lawrence",26
"9602",9602,2020,"D41","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","156","Bendale-Glen Andrew",8
"9603",9603,2020,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","40","St.Andrew-Windfields",110
"9604",9604,2019,"D31","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","22","Humbermede",8
"9605",9605,2022,"D32","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","38","Lansing-Westgate",7
"9606",9606,2015,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","105","Lawrence Park North",10
"9607",9607,2017,"D31","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Unknown","27","York University Heights",1
"9608",9608,2015,"D42","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","147","L'Amoreaux West",41
"9609",9609,2014,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","103","Lawrence Park South",13
"9610",9610,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","149","Parkwoods-O'Connor Hills",1
"9611",9611,2019,"D23","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","NSA","NSA",93
"9612",9612,2022,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","74","North St.James Town",1
"9613",9613,2015,"D31","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","25","Glenfield-Jane Heights",2
"9614",9614,2016,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","49","Bayview Woods-Steeles",1
"9615",9615,2015,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","11","Eringate-Centennial-West Deane",8
"9616",9616,2017,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","151","Yonge-Doris",1
"9617",9617,2017,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","101","Forest Hill South",18
"9618",9618,2014,"D22","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","18","New Toronto",1
"9619",9619,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","140","Guildwood",45
"9620",9620,2014,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","119","Wexford/Maryvale",581
"9621",9621,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","90","Junction Area",102
"9622",9622,2022,"D52","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","166","St Lawrence-East Bayfront-The Islands",386
"9623",9623,2014,"D52","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","166","St Lawrence-East Bayfront-The Islands",39
"9624",9624,2015,"D33","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","43","Victoria Village",10
"9625",9625,2019,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","44","Flemingdon Park",22
"9626",9626,2015,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","13","Etobicoke West Mall",21
"9627",9627,2014,"D14","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","172","Dovercourt Village",170
"9628",9628,2020,"D33","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","43","Victoria Village",3
"9629",9629,2022,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","94","Wychwood",21
"9630",9630,2014,"D52","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","164","Wellington Place",1
"9631",9631,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","31","Yorkdale-Glen Park",2
"9632",9632,2020,"D13","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","32","Englemount-Lawrence",3
"9633",9633,2019,"D13","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","102","Forest Hill North",2
"9634",9634,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","123","Cliffcrest",54
"9635",9635,2020,"D14","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","79","University",3
"9636",9636,2021,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","126","Dorset Park",7
"9637",9637,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","35","Westminster-Branson",23
"9638",9638,2016,"D12","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","112","Beechborough-Greenbrook",14
"9639",9639,2018,"D33","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","52","Bayview Village",33
"9640",9640,2020,"D31","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","22","Humbermede",1
"9641",9641,2020,"D22","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","16","Stonegate-Queensway",4
"9642",9642,2018,"D31","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","NSA","NSA",51
"9643",9643,2021,"D22","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","11","Eringate-Centennial-West Deane",11
"9644",9644,2014,"D33","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","47","Don Valley Village",3
"9645",9645,2020,"D32","Prov Offence Summons Part Iii Form 104                                         ","Other HTA","Adult","32","Englemount-Lawrence",20
"9646",9646,2016,"D13","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","101","Forest Hill South",20
"9647",9647,2021,"D11","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","86","Roncesvalles",128
"9648",9648,2016,"D23","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Youth","2","Mount Olive-Silverstone-Jamestown",1
"9649",9649,2015,"D13","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","101","Forest Hill South",397
"9650",9650,2017,"D33","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","41","Bridle Path-Sunnybrook-York Mills",133
"9651",9651,2016,"D55","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","70","South Riverdale",3
"9652",9652,2016,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","146","Malvern East",55
"9653",9653,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Youth","138","Eglinton East",3
"9654",9654,2019,"D22","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Youth","16","Stonegate-Queensway",1
"9655",9655,2021,"D53","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","101","Forest Hill South",2
"9656",9656,2016,"D53","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","167","Church-Wellesley",213
"9657",9657,2014,"D13","Prov Offence Summons Part Iii Form 104                                         ","Distracted Driving","Adult","31","Yorkdale-Glen Park",1
"9658",9658,2015,"D12","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","112","Beechborough-Greenbrook",6
"9659",9659,2017,"D31","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","NSA","NSA",597
"9660",9660,2018,"D12","Prov Offence Summons Part Iii Form 104                                         ","Speeding","Adult","30","Brookhaven-Amesbury",2
"9661",9661,2019,"NSA","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","NSA","NSA",3642
"9662",9662,2022,"D43","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","136","West Hill",624
"9663",9663,2016,"D12","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Adult","166","St Lawrence-East Bayfront-The Islands",1
"9664",9664,2015,"D51","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","71","Cabbagetown-South St.James Town",1
"9665",9665,2020,"D41","Prov Offence Notice - Part I (Pot)                                             ","Other HTA","Youth","157","Bendale South",3
"9666",9666,2022,"D52","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","166","St Lawrence-East Bayfront-The Islands",3
"9667",9667,2016,"D43","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","134","Highland Creek",21
"9668",9668,2017,"D11","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","171","Junction-Wallace Emerson",43
"9669",9669,2017,"D32","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","41","Bridle Path-Sunnybrook-York Mills",31
"9670",9670,2015,"D55","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","60","Woodbine-Lumsden",7
"9671",9671,2021,"D32","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","155","Downsview",3
"9672",9672,2017,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","92","Corso Italia-Davenport",65
"9673",9673,2019,"D53","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","96","Casa Loma",37
"9674",9674,2017,"D51","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","73","Moss Park",3
"9675",9675,2020,"D11","Prov Offence Summons Part Iii Form 104                                         ","Aggressive Driving","Adult","84","Little Portugal",1
"9676",9676,2019,"D22","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","15","Kingsway South",6
"9677",9677,2016,"D42","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","143","West Rouge",15
"9678",9678,2018,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","98","Rosedale-Moore Park",935
"9679",9679,2018,"D43","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Youth","136","West Hill",7
"9680",9680,2019,"D53","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","173","North Toronto",13
"9681",9681,2016,"D22","Prov Offence Notice - Part I (Pot)                                             ","Aggressive Driving","Adult","159","Etobicoke City Centre",420
"9682",9682,2020,"D13","Prov Offence Notice - Part I (Pot)                                             ","All CAIA","Adult","31","Yorkdale-Glen Park",66
"9683",9683,2018,"D42","Prov Offence Notice - Part I (Pot)                                             ","Distracted Driving","Adult","119","Wexford/Maryvale",1
"9684",9684,2019,"D41","Prov Offence Summons Part Iii Form 104                                         ","All CAIA","Adult","157","Bendale South",8
"9685",9685,2017,"D53","Prov Offence Notice - Part I (Pot)                                             ","Speeding","Adult","97","Yonge-St.Clair",148
